0.387089,0.376723,0.521934,0.393147,0.588711,0.512365,0.201768,0.725607,0.713573,0.327515,0.440036,0.384632,0.364707,0.697097,0.230923
0.508159,0.358138,0.296710,0.473042,0.500597,0.452020,0.296365,0.386796,0.386481,0.235377,0.237753,0.321511,0.565038,0.529880,0.677114
0.593539,0.782881,0.749602,0.204543,0.242293,0.575516,0.306918,0.785589,0.509776,0.690658,0.213399,0.704349,0.524231,0.454682,0.814937
0.379457,0.427035,0.369727,0.437126,0.735123,0.576103,0.418855,0.626756,0.296444,0.576771,0.351281,0.408554,0.587074,0.234988,0.864754
0.255322,0.747973,0.354316,0.416134,0.272646,0.493444,0.589524,0.762921,0.740923,0.272847,0.737242,0.330221,0.526526,0.509564,0.424882
0.564959,0.785561,0.207403,0.791289,0.392254,0.791328,0.673613,0.577290,0.686160,0.467326,0.799404,0.217499,0.624819,0.804462,0.392399
0.793161,0.427084,0.518373,0.439148,0.536592,0.281650,0.402054,0.517398,0.745625,0.496318,0.528684,0.161132,0.601654,0.688441,0.814433
0.696452,0.767631,0.361616,0.650616,0.451681,0.497159,0.279930,0.517079,0.502579,0.230406,0.378063,0.274910,0.308729,0.668837,0.464470
0.658230,0.616944,0.727515,0.362314,0.410109,0.607367,0.737373,0.763062,0.624968,0.236067,0.548641,0.391315,0.484010,0.344181,0.632574
0.548091,0.714603,0.500110,0.307170,0.783219,0.767583,0.793160,0.621016,0.707808,0.437029,0.608462,0.610272,0.359838,0.693374,0.212530
0.262433,0.695090,0.440604,0.604787,0.461032,0.610404,0.631570,0.287382,0.485504,0.632924,0.471424,0.472405,0.274972,0.776961,0.907082
0.777153,0.720467,0.669156,0.262548,0.774763,0.739860,0.216894,0.727866,0.456507,0.508016,0.259440,0.288293,0.770125,0.433011,0.555328
0.539078,0.713443,0.579551,0.617269,0.704922,0.378989,0.613350,0.524443,0.343280,0.651212,0.185325,0.613070,0.894957,0.578568,0.596341
0.710739,0.625825,0.470842,0.735543,0.256703,0.745928,0.295037,0.205321,0.523897,0.579009,0.162342,0.275382,0.887355,0.726367,0.301863
0.628927,0.395492,0.744953,0.321858,0.428040,0.205876,0.404113,0.373894,0.618172,0.339536,0.553031,0.386937,0.722704,0.355569,0.700043
0.877232,0.286871,0.579654,0.574824,0.720386,0.504547,0.626412,0.607411,0.346009,0.491496,0.176755,0.331008,0.265074,0.407214,0.853208
0.254895,0.254904,0.699283,0.208965,0.429626,0.269743,0.709584,0.688789,0.427716,0.104559,0.213537,0.674852,0.440670,0.507048,0.627597
0.503619,0.698474,0.706518,0.714874,0.418914,0.481980,0.314359,0.685936,0.592807,0.136004,0.498200,0.433186,0.667547,0.396732,0.215129
0.676483,0.469597,0.379064,0.365549,0.327808,0.592588,0.766192,0.208824,0.247814,0.602293,0.438893,0.604761,0.542576,0.437951,0.605758
0.887768,0.226972,0.212135,0.260797,0.726296,0.549301,0.379015,0.375387,0.304213,0.129437,0.694833,0.841067,0.199540,0.277629,0.789354
0.275367,0.481222,0.687938,0.795680,0.225239,0.264364,0.374115,0.226905,0.686411,0.321304,0.260852,0.404092,0.361196,0.729807,0.614895
0.726751,0.333554,0.212192,0.499983,0.755402,0.680990,0.456566,0.733993,0.325805,0.693182,0.402137,0.483485,0.438447,0.649370,0.751960
0.579793,0.745103,0.513347,0.560799,0.272046,0.725211,0.594648,0.799580,0.519106,0.619959,0.463599,0.440241,0.289188,0.624000,0.829630
0.804817,0.591460,0.433048,0.621442,0.558443,0.323789,0.667844,0.440699,0.269735,0.359219,0.219475,0.650681,0.664914,0.661662,0.544110
0.445219,0.724117,0.440167,0.524699,0.324960,0.293581,0.295935,0.226458,0.282377,0.342786,0.362582,0.679489,0.862886,0.690868,0.723179
0.540192,0.525908,0.403280,0.310445,0.454933,0.696991,0.536019,0.650634,0.348409,0.303956,0.450179,0.714590,0.792193,0.633179,0.382396
0.296717,0.397197,0.539879,0.711655,0.629296,0.734609,0.486681,0.385133,0.464940,0.512653,0.437868,0.729532,0.476054,0.481332,0.551334
0.505327,0.497530,0.346830,0.259857,0.421073,0.388404,0.638088,0.748259,0.255858,0.675632,0.209244,0.710697,0.688798,0.564124,0.493042
0.220132,0.308040,0.545980,0.208899,0.711444,0.509436,0.527454,0.581690,0.449474,0.293646,0.155994,0.459512,0.862992,0.462819,0.625879
0.694652,0.787620,0.293532,0.394312,0.417625,0.436832,0.668721,0.473797,0.237088,0.322699,0.145236,0.308989,0.573724,0.601579,0.755549
0.284277,0.307647,0.696531,0.249049,0.725445,0.724813,0.319560,0.605941,0.269239,0.129295,0.479960,0.428340,0.535893,0.726029,0.443177
0.691577,0.549696,0.618386,0.263199,0.537212,0.520925,0.288042,0.370703,0.492338,0.566334,0.122508,0.365467,0.512705,0.750539,0.647639
0.659100,0.500651,0.225661,0.752622,0.793895,0.680408,0.551606,0.547269,0.573188,0.501495,0.790639,0.255076,0.266260,0.441636,0.476455
0.555522,0.630102,0.783991,0.262524,0.506244,0.708909,0.470533,0.255914,0.322672,0.226843,0.437093,0.368617,0.551816,0.398698,0.740979
0.695402,0.408348,0.634088,0.453316,0.748608,0.550726,0.388212,0.612390,0.255498,0.414550,0.593584,0.548130,0.606942,0.509363,0.579291
0.595792,0.338095,0.454607,0.218174,0.728678,0.775380,0.511577,0.329074,0.235816,0.388760,0.729318,0.581072,0.371106,0.178661,0.906333
0.591874,0.324396,0.520694,0.405671,0.777295,0.666620,0.341701,0.785290,0.405095,0.295921,0.521088,0.635773,0.273884,0.836460,0.620913
0.890506,0.516460,0.747059,0.540160,0.238757,0.410290,0.760377,0.569118,0.211175,0.441550,0.483801,0.120652,0.742777,0.621612,0.583058
0.304154,0.463725,0.208700,0.775461,0.438934,0.587746,0.766528,0.536549,0.518125,0.266587,0.626343,0.175533,0.566939,0.412225,0.389118
0.494835,0.578165,0.703804,0.284892,0.447246,0.396920,0.772050,0.318621,0.490436,0.708143,0.541241,0.478809,0.382669,0.682077,0.897120
0.738400,0.661816,0.357315,0.268983,0.282895,0.392355,0.693773,0.609394,0.102883,0.618937,0.547158,0.702951,0.502978,0.567961,0.512905
0.545677,0.716873,0.305639,0.674301,0.692238,0.723741,0.597749,0.331634,0.103568,0.483777,0.772909,0.316788,0.670300,0.615777,0.574740
0.716173,0.281186,0.293786,0.279632,0.233707,0.733728,0.657363,0.246902,0.229456,0.468341,0.650656,0.748926,0.299242,0.646449,0.852082
0.771344,0.785700,0.449002,0.443529,0.599240,0.419105,0.293333,0.299540,0.358424,0.702239,0.659573,0.539518,0.380224,0.114679,0.606525
0.354687,0.647450,0.218228,0.753340,0.617577,0.427562,0.249489,0.428031,0.463385,0.350366,0.441144,0.692586,0.874544,0.826335,0.539916
0.619482,0.234427,0.764949,0.623525,0.678128,0.484952,0.712556,0.212745,0.288189,0.669376,0.802093,0.410659,0.758120,0.307196,0.294148
0.682225,0.721510,0.769172,0.357639,0.467465,0.353859,0.637800,0.382295,0.298615,0.604927,0.824619,0.598385,0.534037,0.780367,0.497955
0.420215,0.764857,0.766235,0.208167,0.497730,0.667063,0.254836,0.554021,0.628132,0.214307,0.298924,0.467791,0.408425,0.625022,0.836426
0.732832,0.420565,0.244247,0.675776,0.387290,0.224994,0.422897,0.234111,0.468154,0.426907,0.719829,0.857975,0.620991,0.714629,0.291730
